 2023-02-12 21:30:18,200 - Key.cmd
 2023-02-12 21:30:19,885 - Key.cmd
 2023-02-12 21:30:19,885 - Key.cmd
 2023-02-12 21:30:27,498 - 'x'
 2023-02-12 21:30:30,508 - Key.cmd
 2023-02-12 21:30:30,508 - Key.cmd
 2023-02-12 21:30:31,252 - 'n'
 2023-02-12 21:30:35,469 - 'd'
 2023-02-12 21:30:35,563 - 'f'
 2023-02-12 21:30:35,563 - 'f'
 2023-02-12 21:30:35,672 - 'd'
 2023-02-12 21:30:35,672 - 'd'
 2023-02-12 21:30:35,776 - 'g'
 2023-02-12 21:30:35,776 - 'g'
 2023-02-12 21:30:35,932 - 'd'
 2023-02-12 21:30:35,932 - 'd'
 2023-02-12 21:30:35,995 - 's'
 2023-02-12 21:30:36,042 - 'g'
 2023-02-12 21:30:36,042 - 'g'
 2023-02-12 21:30:36,136 - 's'
 2023-02-12 21:30:36,136 - 's'
 2023-02-12 21:30:36,163 - 'd'
 2023-02-12 21:30:36,163 - 'd'
 2023-02-12 21:30:36,225 - 'g'
 2023-02-12 21:30:36,225 - 'g'
 2023-02-12 21:30:37,499 - Key.space
 2023-02-12 21:30:37,499 - Key.space
 2023-02-12 21:30:37,733 - 'g'
 2023-02-12 21:30:37,733 - 'g'
 2023-02-12 21:30:37,905 - 's'
 2023-02-12 21:30:37,905 - 's'
 2023-02-12 21:30:37,999 - 'g'
 2023-02-12 21:30:37,999 - 'g'
 2023-02-12 21:30:38,131 - 's'
 2023-02-12 21:30:38,131 - 's'
 2023-02-12 21:30:38,241 - 'g'
 2023-02-12 21:30:38,241 - 'g'
 2023-02-12 21:30:38,383 - 's'
 2023-02-12 21:30:38,383 - 's'
 2023-02-12 21:30:38,492 - 'g'
 2023-02-12 21:30:38,492 - 'g'
 2023-02-12 21:31:29,915 - Key.alt_l
 2023-02-12 21:31:29,915 - Key.alt_l
 2023-02-12 21:31:30,168 - Key.tab
 2023-02-12 21:31:37,949 - Key.alt_l
 2023-02-12 21:31:37,965 - Key.alt_l
 2023-02-12 21:31:38,451 - Key.alt_l
 2023-02-12 21:31:38,451 - Key.alt_l
 2023-02-12 21:31:38,488 - Key.alt_l
 2023-02-12 21:31:38,488 - Key.alt_l
 2023-02-12 21:31:38,520 - Key.alt_l
 2023-02-12 21:31:38,551 - Key.alt_l
 2023-02-12 21:31:38,582 - Key.alt_l
 2023-02-12 21:31:38,582 - Key.alt_l
 2023-02-12 21:31:38,598 - Key.alt_l
 2023-02-12 21:31:38,598 - Key.alt_l
 2023-02-12 21:31:38,629 - Key.alt_l
 2023-02-12 21:31:38,629 - Key.alt_l
 2023-02-12 21:31:38,660 - Key.alt_l
 2023-02-12 21:31:38,691 - Key.alt_l
 2023-02-12 21:31:38,691 - Key.alt_l
 2023-02-12 21:31:38,723 - Key.alt_l
 2023-02-12 21:31:38,754 - Key.alt_l
 2023-02-12 21:31:38,754 - Key.alt_l
 2023-02-12 21:31:38,785 - Key.alt_l
 2023-02-12 21:31:38,816 - Key.alt_l
 2023-02-12 21:31:38,847 - Key.alt_l
 2023-02-12 21:31:38,863 - Key.alt_l
 2023-02-12 21:31:38,863 - Key.alt_l
 2023-02-12 21:31:38,895 - Key.alt_l
 2023-02-12 21:31:38,895 - Key.alt_l
 2023-02-12 21:31:38,926 - Key.alt_l
 2023-02-12 21:31:38,957 - Key.alt_l
 2023-02-12 21:31:38,988 - Key.alt_l
 2023-02-12 21:31:38,988 - Key.alt_l
 2023-02-12 21:31:39,019 - Key.alt_l
 2023-02-12 21:31:39,019 - Key.alt_l
 2023-02-12 21:31:39,051 - Key.alt_l
 2023-02-12 21:31:39,051 - Key.alt_l
 2023-02-12 21:31:39,082 - Key.alt_l
 2023-02-12 21:31:39,082 - Key.alt_l
 2023-02-12 21:31:39,113 - Key.alt_l
 2023-02-12 21:31:39,113 - Key.alt_l
 2023-02-12 21:31:39,144 - Key.alt_l
 2023-02-12 21:31:39,144 - Key.alt_l
 2023-02-12 21:31:39,160 - Key.alt_l
 2023-02-12 21:31:39,191 - Key.alt_l
 2023-02-12 21:31:39,191 - Key.alt_l
 2023-02-12 21:31:39,223 - Key.alt_l
 2023-02-12 21:31:39,223 - Key.alt_l
 2023-02-12 21:31:39,254 - Key.alt_l
 2023-02-12 21:31:39,254 - Key.alt_l
 2023-02-12 21:31:39,285 - Key.alt_l
 2023-02-12 21:31:39,285 - Key.alt_l
 2023-02-12 21:31:39,316 - Key.alt_l
 2023-02-12 21:31:39,348 - Key.alt_l
 2023-02-12 21:31:39,348 - Key.alt_l
 2023-02-12 21:31:39,379 - Key.alt_l
 2023-02-12 21:31:39,379 - Key.alt_l
 2023-02-12 21:31:39,410 - Key.alt_l
 2023-02-12 21:31:39,441 - Key.alt_l
 2023-02-12 21:31:39,472 - Key.alt_l
 2023-02-12 21:31:39,503 - Key.alt_l
 2023-02-12 21:31:39,503 - Key.alt_l
 2023-02-12 21:31:39,535 - Key.alt_l
 2023-02-12 21:31:39,535 - Key.alt_l
 2023-02-12 21:31:39,566 - Key.alt_l
 2023-02-12 21:31:39,566 - Key.alt_l
 2023-02-12 21:31:39,582 - Key.alt_l
 2023-02-12 21:31:39,613 - Key.alt_l
 2023-02-12 21:31:39,613 - Key.alt_l
 2023-02-12 21:31:39,660 - Key.alt_l
 2023-02-12 21:31:39,660 - Key.alt_l
 2023-02-12 21:31:39,691 - Key.alt_l
 2023-02-12 21:31:39,691 - Key.alt_l
 2023-02-12 21:31:39,707 - Key.alt_l
 2023-02-12 21:31:39,738 - Key.alt_l
 2023-02-12 21:31:39,738 - Key.alt_l
 2023-02-12 21:31:39,769 - Key.alt_l
 2023-02-12 21:31:39,801 - Key.alt_l
 2023-02-12 21:31:39,832 - Key.alt_l
 2023-02-12 21:31:39,832 - Key.alt_l
 2023-02-12 21:31:39,863 - Key.alt_l
 2023-02-12 21:31:39,894 - Key.alt_l
 2023-02-12 21:31:39,926 - Key.alt_l
 2023-02-12 21:31:39,956 - Key.alt_l
 2023-02-12 21:31:39,956 - Key.alt_l
 2023-02-12 21:31:39,988 - Key.alt_l
 2023-02-12 21:31:40,019 - Key.alt_l
 2023-02-12 21:31:40,019 - Key.alt_l
 2023-02-12 21:31:40,051 - Key.alt_l
 2023-02-12 21:31:40,077 - Key.alt_l
 2023-02-12 21:31:40,109 - Key.alt_l
 2023-02-12 21:31:40,109 - Key.alt_l
 2023-02-12 21:31:40,140 - Key.alt_l
 2023-02-12 21:31:40,140 - Key.alt_l
 2023-02-12 21:31:40,171 - Key.alt_l
 2023-02-12 21:31:40,171 - Key.alt_l
 2023-02-12 21:31:40,202 - Key.alt_l
 2023-02-12 21:31:40,202 - Key.alt_l
 2023-02-12 21:31:40,218 - Key.alt_l
 2023-02-12 21:31:40,218 - Key.alt_l
 2023-02-12 21:31:40,249 - Key.alt_l
 2023-02-12 21:31:40,281 - Key.alt_l
 2023-02-12 21:31:40,312 - Key.alt_l
 2023-02-12 21:31:40,312 - Key.alt_l
 2023-02-12 21:31:40,343 - Key.alt_l
 2023-02-12 21:31:40,343 - Key.alt_l
 2023-02-12 21:31:40,374 - Key.alt_l
 2023-02-12 21:31:40,374 - Key.alt_l
 2023-02-12 21:31:40,406 - Key.alt_l
 2023-02-12 21:31:40,437 - Key.alt_l
 2023-02-12 21:31:40,468 - Key.alt_l
 2023-02-12 21:31:40,468 - Key.alt_l
 2023-02-12 21:31:40,499 - Key.alt_l
 2023-02-12 21:31:40,499 - Key.alt_l
 2023-02-12 21:31:40,530 - Key.alt_l
 2023-02-12 21:31:40,530 - Key.alt_l
 2023-02-12 21:31:40,561 - Key.alt_l
 2023-02-12 21:31:40,561 - Key.alt_l
 2023-02-12 21:31:40,577 - Key.alt_l
 2023-02-12 21:31:40,609 - Key.alt_l
 2023-02-12 21:31:40,609 - Key.alt_l
 2023-02-12 21:31:40,640 - Key.alt_l
 2023-02-12 21:31:40,640 - Key.alt_l
 2023-02-12 21:31:40,671 - Key.alt_l
 2023-02-12 21:31:40,702 - Key.alt_l
 2023-02-12 21:31:40,718 - Key.tab
 2023-02-12 21:31:40,718 - Key.tab
 2023-02-12 21:31:41,976 - Key.alt_l
 2023-02-12 21:31:41,976 - Key.alt_l
 2023-02-12 21:31:42,180 - Key.tab
 2023-02-12 21:31:42,180 - Key.tab
 2023-02-12 21:32:13,148 - Key.ctrl_l
 2023-02-12 21:32:13,482 - '\x01'
 2023-02-12 21:32:14,506 - Key.backspace
 2023-02-12 21:32:16,250 - Key.ctrl_l
 2023-02-12 21:32:16,688 - '\x13'
